Id,Ticker,YoySuccess,Date,Eps,PbRatio,PeRatio,MarketCap,OneDay,SixMonths,CashFlowToSales,Roe,Roe1,Roe2,Roe3,Roe4,BvS,BvS1,BvS2,BvS3,BvS4,DivYield,DivYield1,DivYield2,DivYield3,DivYield4
1735,OVBC,5,,2.447263985,1.017,12.259,143817750,3,2,0.2906054,0.08,0,0,0,0,29.49,28.48,26.89,24.94,23.34,0.0279,0.0391,0.0243,0.0234,0.0194
1736,MFNC,9,,1.254743471,0.786,9.789,131880534,1,-92,0.34773797,0.08,0,0,0,0,15.94,15.08,17.1,12.94,12.61,0.0447,0.0331,0.0327,0.0295,0.0302
1737,AE,6,,2.747979872,0.795,10.732,127576306,-1,-9,0.00159133,0.08,0,0,0,0,37.07,34.46,35.85,34.85,34.88,0.0325,0.039,0.0268,0.022,0.0195
1738,SGA,3,,1.85,0.648,0,127511345,0,11,0.12213834,0.08,0,0,0,0,33.28,32.45,32.97,31.74,30.93,0,0.0281,0.0484,0.061,0.0225
1739,AUBN,4,,2.25,1.139,15.012,120680446,0,-13,0.29974499,0.08,0,0,0,0,29.7,30.2,27.45,24.44,23.85,0.0305,0.0258,0.0167,0.0287,0.0245
1740,SFBC,8,,3.572376122,1.187,12.105,110834519,0,-1,-0.18357114,0.08,0,0,0,0,36.09,32.97,30.76,28.67,26.02,0.0184,0.0242,0.0154,0.0163,0.0173
1741,ALOT,7,,0.89,1.351,17.028,109474327,2,-6,-0.03457776,0.08,0,0,0,0,11.24,10.51,10.16,10.14,9.21,0,0.0061,0.0259,0.0147,0.0211
1742,GROW,2,,2.12,1.609,2.734,87388858,-1,-20,0.45773921,0.08,0,0,0,0,3.61,1.11,1.43,1.69,1.57,0.0073,0.009,0.0173,0.0173,0.0219
1743,CODA,5,,0.46,2.02,16.759,82921270,2,-13,0.34708742,0.08,0,0,0,0,3.8,3.2,2.87,2.42,1.52,0,0,0,0,0
1744,GEN,3,,-0.53,-0.091,-1.271,74940170,0,0,0.08082769,0.08,0,0,0,0,-7.33,-7.09,-13.26,-11.51,-3.17,0,0,0,0,0
1745,FBSS,5,,1.553396724,0.969,11.948,70218453,0,0,0.24533921,0.08,0,0,0,0,19.15,17.74,15.91,14.91,14.51,0.027,0.0231,0.0256,0.0222,0.0285
1746,PNBK,6,,1.29,0.863,11.415,58146625,2,-26,0.01705955,0.08,0,0,0,0,17.05,16.06,17.08,17.78,17.06,0,0,0.003,0.0028,0.0011
1747,NTWK,5,,0.15,0.978,30.072,53474921,2,-16,0.18392222,0.08,0,0,0,0,4.75,5.03,5.01,5.61,5.81,0,0,0,0,0
1748,SOHO,8,,-1.921824784,1.743,-1.008,28767218,-5,29,0.07630199,0.08,0,0,0,0,1.15,3.46,7.52,6.05,6.73,0,0.1088,0.1735,0.1348,0.1142
1749,NEE,5,,1.82,3.825,39.821,1.42E+11,-1,22,0.50608954,0.07,0,0,0,0,18.96,18.63,18.92,17.86,14.97,0.0213,0.0173,0.0182,0.0253,0.0253
1750,BDX,7,,6.92,2.837,32.103,67160226745,0,3,0.12379941,0.07,0,0,0,0,81.85,85.19,78.1,81.26,59.14,0.0156,0.0166,0.0151,0.0167,0.0161
1751,CNC,9,,2.31,1.681,33.434,45035428640,2,19,0.0505594,0.07,0,0,0,0,45.97,45.16,30.35,27.97,19.86,0,0,0,0,0
1752,DD,4,,12.4928092,1.501,6.134,39670504844,-2,-22,0.11613159,0.07,0,0,0,0,50.69,52.35,54.92,123.3,190.52,0.0159,0.0151,0.0409,0.0539,0.0603
1753,CTVA,,,,1.372,19.799,34826148000,-2,21,0.10399329,0.07,0,0,0,0,34.59,33.16,32.43,0,0,0.0114,0.013,0.0233,0,0
1754,AVB,7,,7.15,3.126,34.028,34174166355,-1,-9,0.52227472,0.07,0,0,0,0,77.86,76.56,78.82,76.91,75.32,0.026,0.0384,0.0276,0.0305,0.0335
1755,FTV,6,,1.64,2.558,39.988,24328789686,-1,6,0.18969551,0.07,0,0,0,0,27.26,26.57,22,19.09,10.91,0.0054,0.0073,0.0076,0.0061,0.0044
1756,IR,,,,2.525,40.402,22725975546,-1,-2,0.10547575,0.07,0,0,0,0,21.83,23.82,9.19,8.34,8.03,0.0004,0,0,0,0
1757,PODD,9,,0.232325139,28.547,945.268,15880502710,-1,14,-0.03369833,0.07,0,0,0,0,8.08,9.32,1.25,3.6,2.73,0,0,0,0,0
1758,TW,,,,0,65.784,14921666422,-2,-9,0.51904188,0.07,0,0,0,0,0,23.85,22.83,0,0,0.0043,0.0053,0.0234,0,0
1759,WPC,7,,2.35,1.774,32.808,13450799929,0,16,0.69941635,0.07,0,0,0,0,43.45,39.41,40.6,58.08,29.61,0.0568,0.0627,0.0487,0.0506,0.0627
1760,KIM,6,,1.61,1.238,14.515,12251202005,-3,-4,0.46582101,0.07,0,0,0,0,19.55,13.04,11.57,12.68,12.73,0.0312,0.0535,0.0653,0.0726,0.0766
1761,XRAY,5,,1.92,2.323,27.824,11714047693,-2,-35,0.16734304,0.07,0,0,0,0,23,22.66,22.83,22.83,28.84,0.0079,0.0075,0.0063,0.0084,0.0056
1762,NWS,5,,1.06,1.239,16.351,10186560000,-2,-17,0.13038036,0.07,0,0,0,0,13.95,13.92,12.89,15.63,15.97,0.0172,0.0118,0.0208,0.0201,0.0179
1763,NWSA,5,,1.06,1.23,16.232,10112600000,-2,-18,0.13038036,0.07,0,0,0,0,13.94,13.92,12.89,15.63,15.97,0.0173,0.0112,0.0208,0.0206,0.0181
1764,NE,3,,1.53073263,4.171,61.381,6259768069,-1,25,-0.00042962,0.07,0,0,0,0,5.98,-1.24,14.7,17.25,21.56,0,0,0,0,0
1765,STAG,9,,1.292645388,1.865,32.267,6206072476,-1,-13,0.5978727,0.07,0,0,0,0,22.36,18.26,18.39,15.61,15.18,0.0396,0.0506,0.0464,0.0559,0.0631
1766,MTZ,7,,4.54,2.426,18.769,6171839674,-1,-7,0.05257128,0.07,0,0,0,0,35.09,27.5,23.77,17.66,17.69,0,0,0,0,0
1767,ESI,6,,0.819870759,2.184,26.648,5417487752,-2,-14,0.10819785,0.07,0,0,0,0,10.02,9.32,8.62,7.32,9.59,0.0114,0.0029,0,0,0
1768,ROG,8,,5.770170758,4.572,47.307,5115457800,-1,-2,0.04797043,0.07,0,0,0,0,59.71,54.64,50.28,46.17,42.23,0,0,0,0,0
1769,GTES,,,,1.468,15.312,4549325925,-2,-21,0.05417529,0.07,0,0,0,0,10.54,9.54,9.14,6.83,3.57,0,0,0,0,0
1770,FNB,9,,1.253035455,0.81,10.303,4172707148,-2,-6,0.72527497,0.07,0,0,0,0,15.93,15.34,15.07,14.27,14.53,0.0393,0.0518,0.0427,0.0433,0.0346
1771,PNM,7,,2.28,1.754,19.461,3821242331,-1,8,0.27436178,0.07,0,0,0,0,25.37,25.77,21.19,21.24,21.37,0.0296,0.0254,0.0212,0.0252,0.0258
1772,INOV,7,,0.150920065,5.155,161.795,3653168000,0,52,0.15597593,0.07,0,0,0,0,4.73,4.64,4.69,4.52,4.56,0,0,0,0,0
1773,SMPL,,,,2.829,82.277,3363466099,-2,-13,0.09352658,0.07,0,0,0,0,12.42,13.12,10.37,9.53,8.48,0,0,0,0,0
1774,SFNC,8,,2.514848547,1.006,12.048,3267008416,-2,-12,0.35154221,0.07,0,0,0,0,28.29,26.3,24.33,22.65,18.74,0.0241,0.0229,0.0242,0.0129,0.0157
1775,CWT,7,,1.96,2.674,31.136,3148580314,-2,5,0.31384911,0.07,0,0,0,0,22.81,18.7,16.19,15.19,14.44,0.0151,0.0155,0.0146,0.016,0.0175
1776,AVA,4,,2.17,1.406,20.559,3029066320,0,5,0.18057501,0.07,0,0,0,0,31.71,29.87,28.87,26.99,26.82,0.039,0.0433,0.0302,0.0359,0.0281
1777,APPS,8,,0.37,5.855,84.764,3013016700,-7,-50,0.20779587,0.07,0,0,0,0,5.41,1.64,0.92,0.47,0.39,0,0,0,0,0
1778,NWE,7,,3.7,1.267,15.871,2965297625,0,-5,0.25047132,0.07,0,0,0,0,46.28,41.12,40.43,38.86,37.05,0.0433,0.0437,0.0296,0.0347,0.0388
1779,MANT,6,,3.37,1.718,21.013,2879070043,0,22,0.07240516,0.07,0,0,0,0,41.21,39.18,37.3,35.5,34.59,0.0215,0.0146,0.0138,0.0193,0.0176
1780,TWNK,,,,1.555,22.41,2673537615,0,10,0.16132669,0.07,0,0,0,0,13.07,12.98,13.44,12,11.4,0,0,0,0,0
1781,WSBC,8,,3.6,0.892,9.92,2403228207,-1,0,0.34171291,0.07,0,0,0,0,40.04,40.99,46.23,40.48,31.71,0.036,0.0451,0.0357,0.0263,0.0247
1782,CMD,9,,0.324993462,3.115,165.788,2272621265,0,0,0.1660809,0.07,0,0,0,0,17.3,15.84,14.6,12.56,10.91,0.002,0.0022,0.0018,0.0018,0.0016
1783,TRMK,6,,2.32,1.178,13.915,2050560885,-1,6,0.6006529,0.07,0,0,0,0,27.42,27.42,25.7,23.58,23.21,0.0283,0.0337,0.0281,0.0295,0.0289
1784,RNST,8,,3.133005983,0.909,11.42,2008726010,-1,-3,0.74930575,0.07,0,0,0,0,39.64,37.9,36.62,38.94,32.32,0.0249,0.0252,0.027,0.0235,0.0169
1785,GTN,8,,0.4,0.829,22.167,1995000000,0,0,0.12993039,0.07,0,0,0,0,25.34,25.03,21.35,13.48,13.59,0.0416,0.0318,0.0188,0,0
1786,EPC,1,,2.15,1.201,16.269,1903456109,0,21,0.06681361,0.07,0,0,0,0,29.12,26.39,24.09,32.07,30.4,0.0134,0,0,0,0
1787,FMBI,8,,1.61,0.69,17.213,1857228262,3,0,0.34975443,0.07,0,0,0,0,23.94,21.92,19.98,18.39,15.75,0.0391,0.0257,0.0194,0.0147,0.0153
1788,PFS,8,,2.184756065,1.075,10.867,1824737506,-3,5,0.35688201,0.07,0,0,0,0,22.29,23.29,21.88,20.93,20.17,0.0392,0.0511,0.0478,0.0335,0.0352
1789,CFFN,5,,0.56,1.324,21.615,1644476244,0,-10,0.41600446,0.07,0,0,0,0,9.16,9.32,9.71,10.33,10.21,0.0717,0.0593,0.0678,0.0705,0.064
1790,SUPN,8,,1.02,1.981,30.245,1615814911,5,10,0.19057217,0.07,0,0,0,0,15.51,14.16,11.36,8.71,5.27,0,0,0,0,0
1791,RAVN,4,,0.52,4.435,77.859,1469668240,0,0,0.09574488,0.07,0,0,0,0,9.21,8.74,8.58,7.66,7.16,0.0063,0.0181,0.013,0.0149,0.0168
1792,UVV,4,,3.5,1.069,16.547,1432607602,0,-2,-0.02471657,0.07,0,0,0,0,54.13,53.02,49.9,53.21,53.11,0.0534,0.0542,0.0624,0.0516,0.046
1793,BATRA,,,,0.096,-128.535,1413880026,0,9,0.20038942,0.07,0,0,0,0,282.15,5.71,7.41,8.75,8.43,0,0.0459,0,0,0
1794,OCFC,7,,2.194235139,0.878,12.094,1331254581,-1,-7,0.56038381,0.07,0,0,0,0,25.79,24.77,22.99,22.22,18.74,0.0334,0.0394,0.0288,0.0263,0.0225
1795,BIG,5,,4.65,1.319,7.475,1328979015,-9,-31,-0.03504614,0.07,0,0,0,0,26.35,33.42,21.54,16.98,15.64,0.0313,0.02,0.0721,0.0394,0.0189
1796,LADR,5,,0.502821756,0.878,23.408,1323061225,-1,-1,0.47472049,0.07,0,0,0,0,13.41,13.73,13.83,14.86,15.08,0.076,0.1076,0.0742,0.074,0.0833
1797,HCSG,6,,0.611971765,2.859,28.22,1294265647,0,-12,-0.00764233,0.07,0,0,0,0,6.04,6.43,6.19,5.96,5.45,0.0481,0.0251,0.0305,0.0178,0.0139
1798,BRMK,,,,1.062,14.787,1219729432,-1,-19,0.51383416,0.07,0,0,0,0,8.66,8.88,8.94,0,0,0.0902,0.0816,0.0456,0,0
1799,ERII,7,,0.250219198,6.057,75.893,1082923729,-1,26,0.0882877,0.07,0,0,0,0,3.14,3.08,2.48,2.11,1.54,0,0,0,0,0
1800,GRC,4,,1.149574017,3.109,34.369,1025942421,0,-26,0.05752944,0.07,0,0,0,0,12.61,12.15,11.78,11.22,12.5,0.0162,0.0188,0.0145,0.0741,0.016
1801,KRNY,8,,0.82,0.95,15.674,991115585,-1,-7,0.35551471,0.07,0,0,0,0,12.66,12.96,12.38,15.36,12.5,0.0289,0.0368,0.0275,0.0186,0.0067
1802,EFC,4,,2.58,0.66,6.382,851789211,-1,-10,0.72887473,0.07,0,0,0,0,26.61,20.36,25.86,18.36,18.43,0.1006,0.1,0.0923,0.1008,0.1212
1803,SLP,9,,0.49,4.776,80.942,791777500,-1,68,0.35079692,0.07,0,0,0,0,8.27,8.76,2.15,1.84,1.5,0.0061,0.0032,0.0069,0.0119,0.0129
1804,HONE,,,,1.129,13.11,767138699,0,-2,0.59421381,0.07,0,0,0,0,12.59,12.82,11.95,6.31,6.13,0.012,0.0055,0,0,0
1805,STFC,7,,0.3,0.716,55.175,722798044,0,0,-0.01653192,0.07,0,0,0,0,23.11,22.12,19.08,20.92,21.43,0.0242,0.0131,0.0118,0.0133,0.0159
1806,CBTX,,,,1.274,20.116,716101908,-2,6,0.21056328,0.07,0,0,0,0,23.01,22.07,21.49,19.62,19.87,0.0168,0.0153,0.0117,0.0063,0.0069
1807,VSEC,5,,0.63,1.512,79.191,630836308,-4,-4,0.01836345,0.07,0,0,0,0,33.25,32.29,33.14,30.19,27.05,0.007,0.0104,0.0105,0.0093,0.0053
1808,LE,3,,1.024657618,1.377,16.786,560135200,-4,-4,-0.00811554,0.07,0,0,0,0,12.49,11.35,10.77,10.03,9.57,0,0,0,0,0
1809,DX,2,,2.79,0.667,5.033,514690840,-1,3,2.73064817,0.07,0,0,0,0,23.66,27.42,24.68,27.41,33.15,0.1144,0.1257,0.1611,0.1525,0.1431
1810,SENEB,4,,5.61,0.869,9.942,507110400,4,20,-0.0222865,0.07,0,0,0,0,64.24,63.58,42.57,43.25,40.63,0,0.0001,0.0001,0.0001,0.0001
1811,THR,4,,0.6,1.252,24.867,499620675,-1,10,0.10037083,0.07,0,0,0,0,11.99,11.44,10.58,10.59,10.33,0,0,0,0,0
1812,SENEA,4,,5.83,0.809,9.261,472354750,3,13,0.00518358,0.07,0,0,0,0,67.05,63.58,42.57,43.25,40.63,0,0.0001,0.0001,0.0001,0.0001
1813,AVD,6,,0.62,1.192,23.909,444400506,-1,38,-0.02642065,0.07,0,0,0,0,12.66,12.25,11.86,11.23,10.48,0,0.0024,0.0043,0.0043,0.0026
1814,EZPW,4,,0.15,0.619,48.287,415850240,-2,47,0.07312526,0.07,0,0,0,0,12.06,11.74,13.46,13.74,12.21,0,0,0,0,0
1815,CATO,3,,1.63,1.567,10.808,398212713,-4,-28,0.1633333,0.07,0,0,0,0,11.28,10.94,12.87,12.79,12.99,0.025,0.0276,0.0824,0.0865,0.1135
1816,MPB,9,,2.57630929,0.68,11.369,333327036,-3,8,-0.14413025,0.07,0,0,0,0,43.06,30.34,28.09,31.48,17.87,0.0266,0.0355,0.0318,0.0274,0.0157
1817,VLGEA,8,,1.53,0.91,15.538,310668107,0,-1,0.05395185,0.07,0,0,0,0,24.14,23.59,24.71,23.57,22.52,0.042,0.0356,0.0402,0.0347,0.0439
1818,FLL,7,,0.342010693,-17.133,25.496,298459450,-2,-19,0.05765909,0.07,0,0,0,0,-0.51,2.09,2.08,2.3,2.27,0,0,0,0,0
1819,AXTI,5,,0.35,1.381,20.038,292051016,-5,26,0.03545111,0.07,0,0,0,0,5.11,4.8,4.76,4.89,4.91,0,0.0054,0,0,0
1820,SBT,,,,0.849,14.359,289077116,-1,-2,0.3706171,0.07,0,0,0,0,6.83,6.41,6.51,6.33,5.91,0.0346,0.0021,0.0052,0.0045,0.0163
1821,SHBI,7,,1.17,0.699,15.95,245123990,0,-4,0.24234202,0.07,0,0,0,0,28.33,15.75,15.15,14.38,12.91,0.027,0.0363,0.0259,0.0208,0.0121
1822,TBNK,7,,1.91,0.877,12.896,224779994,0,-14,0.29856787,0.07,0,0,0,0,28.05,27.22,26.52,25.5,25.32,0.017,0.0385,0.0496,0.0411,0.0395
1823,ISTR,8,,0.73151418,0.861,26.11,208881806,-1,12,0.2781154,0.07,0,0,0,0,22.18,22.25,24.14,18.89,20.22,0.0148,0.0152,0.0095,0.0065,0.0034
1824,CVLY,8,,1.4985688,1.058,14.104,206755500,0,-5,0.25824141,0.07,0,0,0,0,20.57,20.24,19.38,18.13,16.79,0.0255,0.0329,0.0275,0.0263,0.0178
1825,LYTS,7,,0.22,1.532,34.252,200990760,2,9,-0.04046003,0.07,0,0,0,0,4.91,4.78,4.59,5.38,6.4,0.0263,0.0334,0.0503,0.0413,0.024
1826,EBMT,9,,2.17,0.967,10.508,151510103,-1,-13,0.71057828,0.07,0,0,0,0,23.55,22.51,18.95,17.47,20.52,0.0199,0.018,0.0176,0.0211,0.0171
1827,ARC,4,,0.21,0.918,15.305,139935500,-1,-6,0.10644627,0.07,0,0,0,0,3.55,3.44,3.19,3.12,2.85,0.0211,0.0103,0,0,0
1828,PROV,2,,1.22,0.989,16.646,125856769,-1,-13,0.27272727,0.07,0,0,0,0,17.05,16.61,16.11,15.97,16.19,0.0332,0.0449,0.0272,0.0306,0.0277
1829,OPOF,8,,1.615944084,1.028,14.709,124146435,1,-2,0.32467703,0.07,0,0,0,0,23.16,22.46,21.12,19.84,19.31,0.0211,0.0249,0.0173,0.0195,0.0146
1830,PW,8,,2.69,2.028,22.985,118246368,-4,-62,1.17076816,0.07,0,0,0,0,30.52,7.96,6.72,6.35,6.07,0.0055,0.0039,0.0172,0.0266,0.024
1831,JAX,,,,1.005,-4.854,109075200,0,0,0.10203545,0.07,0,0,0,0,7.37,8.79,7745.15,7.39,6.79,0,0,0,0,0
1832,ELMD,8,,0.28,3.102,42.577,100567470,-3,-20,0.02020052,0.07,0,0,0,0,3.78,3.6,3.1,2.67,2.33,0,0,0,0,0
1833,LSBK,8,,1.055458934,1.004,14.275,88318657,1,-8,0.32655743,0.07,0,0,0,0,14.86,14.52,13.78,13.17,12.76,0.0123,0.0132,0.0137,0.0093,0.0071
1834,LWAY,5,,0.21,1.616,23.979,79394070,-2,31,0.04673078,0.07,0,0,0,0,3.16,3,2.75,2.67,2.89,0,0,0,0,0
1835,ASRV,6,,0.41,0.628,10.345,73157370,-1,-12,0.08801822,0.07,0,0,0,0,6.83,6.12,5.68,5.46,5.14,0.0233,0.0296,0.023,0.0181,0.0145
1836,MGYR,8,,1.01,0.702,11.198,68531884,0,0,0.28152778,0.07,0,0,0,0,16.11,9.86,9.3,8.86,8.34,0,0,0,0,0
1837,IROQ,7,,1.76,0.803,12.808,68483353,1,-21,0.28441361,0.07,0,0,0,0,28.08,26.6,23.72,22.32,22.8,0.0133,0.0179,0.0115,0.008,0.0081
1838,GLBZ,3,,0.889952241,0.992,14.085,35437963,5,-8,0.21205589,0.07,0,0,0,0,12.6,13.08,12.65,12.13,12.18,0.0321,0.0364,0.0351,0.0348,0.0334
1839,FORD,5,,0.05,3.021,42.931,22487212,-1,0,0.02225307,0.07,0,0,0,0,0.75,0.69,0.81,1.2,1.02,0,0,0,0,0
1840,MDLY,,,,-0.045,-2.282,6078069,0,0,-0.09554313,0.07,0,0,0,0,-227.4,-15.51,-21.56,-14.35,-3.19,0,0.0134,0.224,0.1622,0.0976
1841,FISV,9,,2.125757576,2.237,51.895,69227399604,-1,17,0.22495296,0.06,0,0,0,0,46.9,48.32,48.51,5.84,6.58,0,0,0,0,0
1842,EQIX,9,,5.561307841,5.843,127.111,63579926264,-1,2,0.42398518,0.06,0,0,0,0,121.1,121.25,105.07,90.49,89.13,0.0164,0.0146,0.0165,0.0242,0.0184
1843,MET,4,,7.36,0.845,8.695,56989960275,-1,-2,0.23607238,0.06,0,0,0,0,78.22,83.5,72.26,55.02,56.23,0.0323,0.0432,0.0388,0.042,0.0889
1844,JCI,6,,2.309863,2.961,31.764,51997320913,-3,-12,0.05094929,0.06,0,0,0,0,24.78,23.23,25.42,22.86,21.86,0.0147,0.0249,0.0274,0.0324,0.0178
1845,ALXN,9,,2.74,2.883,55.676,33594603000,0,7904,0.49362783,0.06,0,0,0,0,53.18,50.5,41.16,39.72,38.81,0,0,0,0,0
1846,CSGP,9,,0.745539844,4.629,90.364,26437268030,-2,14,0.22424083,0.06,0,0,0,0,14.56,14.12,9.38,8.38,7.99,0,0,0,0,0
1847,STE,9,,2.5,3.345,89.601,21852716750,-1,-8,0.17161286,0.06,0,0,0,0,66.97,45.55,40.03,37.57,37.7,0.0075,0.0075,0.0104,0.0104,0.0133
1848,ESS,8,,7.464075145,3.627,44.498,21739911448,-1,-8,0.05373143,0.06,0,0,0,0,91.57,91.67,94.48,94.9,95.36,0.025,0.0342,0.0257,0.0271,0.0302
1849,WAB,7,,2.94,1.636,29.908,16688411487,-1,-1,0.12340185,0.06,0,0,0,0,53.72,53.3,58.4,29.85,29.43,0.0055,0.0066,0.0062,0.007,0.0054
1850,L,5,,6.632653061,0.847,9.582,15120596246,-1,-5,0.25882698,0.06,0,0,0,0,69.5,63.71,63.16,58.04,57.05,0.0043,0.0055,0.0048,0.0052,0.0048
1851,CBOE,8,,4.953183521,3.52,23.99,12690512000,-2,6,0.13734047,0.06,0,0,0,0,33.04,30.7,30.12,28.99,29.02,0.0152,0.017,0.0109,0.0125,0.0083
1852,STOR,9,,0.989216582,1.641,31.459,8442023850,-1,-7,0.75616012,0.06,0,0,0,0,18.96,19.86,19.52,18.91,17.76,0.0471,0.0451,0.0339,0.0395,0.0489
1853,AZPN,8,,1.3,0.634,157.182,8353607790,-1,55,0.21080609,0.06,0,0,0,0,321.75,11.8,6.86,5.62,-3.94,0,0,0,0,0
1854,PENN,7,,2.64,1.712,16.67,7014540000,-4,-26,0.13191191,0.06,0,0,0,0,25.82,19.82,16.01,7.53,-0.81,0,0,0,0,0
1855,ALK,8,,3.87,1.697,13.494,6450262500,-3,-21,0.1535832,0.06,0,0,0,0,30.79,24.2,35.13,30.44,30.24,0,0.0075,0.0213,0.0198,0.0187
1856,CUZ,8,,1.878821395,1.24,20.321,5661215904,-1,-23,0.54139254,0.06,0,0,0,0,30.8,30.13,34.04,26.32,26.68,0.0323,0.0377,0.0271,0.0289,0.0267
1857,NCR,5,,0.745247148,3.891,50.377,4886539974,-2,-20,0.11349064,0.06,0,0,0,0,9.55,8.16,9.04,3.34,5.9,0.0031,0.0021,0,0,0
1858,SLG,5,,6.37493,1.023,10.668,4876083669,-1,-39,0.4246754,0.06,0,0,0,0,70.33,67.47,65.11,63.8,65.24,0.0556,0.0581,0.0372,0.0351,0.0335
1859,HXL,6,,0.214030916,2.836,233.942,4210950000,-2,14,0.08871896,0.06,0,0,0,0,17.72,18.02,17.03,15.04,16.5,0,0.0039,0.0086,0.0081,0.007
1860,UNF,8,,8.32,2.235,27.706,4186640000,-1,11,0.05827457,0.06,0,0,0,0,99.2,92.03,86.01,73.95,72.05,0.0043,0.0043,0.0022,0.0012,0.001
1861,NSA,,,,2.281,38.473,4049384850,-1,-3,0.5828697,0.06,0,0,0,0,26.68,14.56,15.8,17.2,18.93,0.0358,0.0425,0.043,0.0477,0.0448
1862,CADE,8,,1.54,0.706,18.971,3702497608,-2,-10,1.02842061,0.06,0,0,0,0,43.64,27.4,26.45,22.29,18.71,0.0294,0.0302,0.0245,0.0212,0.0157
1863,KWR,8,,6.817287641,2.613,29.863,3624429635,-3,-5,0.02966276,0.06,0,0,0,0,77.88,74.51,82.02,32.79,30.87,0.0079,0.0059,0.0086,0.0073,0.0091
1864,FLOW,2,,1.59,3.468,53.927,3596926960,0,1,0.04617397,0.06,0,0,0,0,24.74,25.09,20.31,22.58,22.54,0.0032,0,0,0,0
1865,EPR,7,,1.318191541,1.231,32.681,3222556455,-6,6,0.62562146,0.06,0,0,0,0,35,34.62,39.17,38.56,41.12,0.0365,0.0572,0.0663,0.0637,0.0754
1866,TCBI,7,,5.03,0.974,12.305,3124789375,-2,-2,0.41068569,0.06,0,0,0,0,63.58,56.88,56.35,50.08,44.45,0.006,0.0032,0.0035,0.0033,0.0021
1867,MMSI,8,,0.860608859,2.919,62.642,3035240820,-2,4,0.10895651,0.06,0,0,0,0,18.47,17.29,17.25,17.85,13.86,0,0,0,0,0
1868,HASI,8,,1.57,1.929,23.541,2979736345,-1,-2,-0.06147435,0.06,0,0,0,0,19.31,16.62,14.65,15.18,12.69,0.0381,0.0233,0.039,0.0603,0.0623
1869,JJSF,8,,2.92,3.311,50.354,2800044592,-1,-3,-0.00131667,0.06,0,0,0,0,44.48,42.83,44.32,40.61,36.47,0.016,0.0164,0.0102,0.0112,0.0127
1870,INDB,8,,3.670418325,0.905,22.578,2731734227,-1,1,0.40834651,0.06,0,0,0,0,91.57,51.19,52.06,38.91,34.58,0.023,0.0244,0.0221,0.0183,0.0174
1871,DY,7,,0.001601118,3481.916,54374.492,2641186581,-2,27,0.18673635,0.06,0,0,0,0,0.03,25.62,27.58,25.73,21.42,0,0,0,0,0
1872,HAE,5,,0.849707,3.462,59.821,2594719102,0,38,0.25115434,0.06,0,0,0,0,14.68,14.43,11.58,12.96,14.26,0,0,0,0,0
1873,NEOG,9,,0.45,2.923,53.7,2594107560,0,-40,0.12906542,0.06,0,0,0,0,8.24,7.82,6.86,6.11,5.41,0,0,0,0,0
1874,ITGR,8,,2.93,1.892,26.481,2563556100,-2,-13,0.09760219,0.06,0,0,0,0,41.06,38.7,35.32,33,28.45,0,0,0,0,0
1875,EPRT,,,,1.206,25.649,2455212281,-2,-3,0.75171968,0.06,0,0,0,0,21.37,16.52,18.63,12.85,0,0.0458,0.0436,0.0356,0.0204,0
1876,YELP,8,,0.54,3.211,60.821,2412815192,-3,5,0.16258417,0.06,0,0,0,0,10.29,11.71,10.12,12.87,13.48,0,0,0,0,0
1877,EBS,8,,4.32,1.475,10.339,2387310000,-1,-33,0.18272591,0.06,0,0,0,0,30.72,27.46,21.14,20.18,21.82,0,0,0,0,0
1878,ESE,6,,2.436397,2.161,34.707,2203754627,-1,26,0.11552919,0.06,0,0,0,0,39.13,36.93,31.8,29.31,26.01,0.0038,0.0038,0.0038,0.0052,0.0055
1879,TTGT,7,,0.034,9.804,2301.193,2183832000,-2,-5,0.32764102,0.06,0,0,0,0,8,7.27,5.49,4.78,4.38,0,0,0,0,0
1880,MFA,5,,0.725465066,0.805,6.227,2047709580,-1,-31,1.80074768,0.06,0,0,0,0,22.5,22.34,30.01,32.62,33.59,0.0923,0.0871,0.1064,0.1132,0.1143
1881,GNW,3,,1.862435948,0.125,2.15,1943341949,-3,5,0.01673584,0.06,0,0,0,0,30.57,30.32,28.21,24.88,26.89,0,0,0,0,0
1882,MNR,9,,0.46,1.692,23.689,1852069050,0,0,0.33844752,0.06,0,0,0,0,11.14,10.58,10.83,10.15,9.89,0.0549,0.0623,0.0464,0.0477,0.0414
1883,TREE,8,,5.24,3.383,21.927,1515509180,-10,-64,0.0796967,0.06,0,0,0,0,33.94,28.04,31.35,27.69,24.64,0,0,0,0,0
1884,FFG,7,,2.924444176,0.811,18.917,1371747144,0,0,0.30531804,0.06,0,0,0,0,69.13,59.93,55.46,47.54,45.47,0,0.0604,0.0465,0.0527,0.0586
1885,ACMR,,,,1.998,35.789,1351274365,-6,-36,-0.30426986,0.06,0,0,0,0,12.36,2.58,1.93,1.1,1.94,0,0.0003,0,0,0
1886,QADA,6,,0.55,10.379,121.443,1343765776,0,797,0.1166998,0.06,0,0,0,0,6.28,5.8,6.79,5.49,5.93,0.0043,0.0058,0.0061,0.0064,0.0102
1887,LNTH,6,,-1.054064446,2.887,-18.812,1340899180,0,185,0.15218943,0.06,0,0,0,0,8.58,9.5,2.94,1.86,0.62,0,0,0,0,0
